FIPS,Population,White,Black,Native,Asian,Pacific_Islander,Other,Multiracial,Percentage_White,Percentage_Black,Percentage_Native,Percentage_Asian,Percentage_Pacific_Islander,Percentage_Other,Percentage_Multiracial,Percentage_Nonwhite,Percent_Hispanic,Percentage_Household_Poverty,Percentage_DifferentHouseOneYearAgo,Percentage_AbroadOneYearAgo,MedianAge_Total,MedianAge_Male,MedianAge_Female
250251104033,468,237,83,0,13,0,111,24,50.64102564,17.73504274,0,2.777777778,0,23.71794872,5.128205128,49.35897436,23.71794872,19.47368421,3.205128205,0,34.7,34.1,36.3
250251104034,962,534,147,0,32,0,162,87,55.50935551,15.28066528,0,3.326403326,0,16.83991684,9.043659044,44.49064449,40.74844075,9.726443769,0.835945664,0,34.3,33.5,34.5
250251104035,1157,718,268,0,0,0,149,22,62.05704408,23.1633535,0,0,0,12.8781331,1.901469317,37.94295592,27.83059637,13.5,11.01398601,2.097902098,37.5,37.5,37.5
250251105011,938,694,100,0,2,0,142,0,73.98720682,10.66098081,0,0.213219616,0,15.13859275,0,26.01279318,17.69722814,19.27374302,4.904051173,11.51385928,36.8,36.3,37.9
250251105012,1868,1519,279,0,21,0,30,19,81.31691649,14.93576017,0,1.124197002,0,1.605995717,1.017130621,18.68308351,4.817987152,8.523592085,8.870967742,1.451612903,40.2,42.1,39.5
250251105013,795,505,60,0,36,0,101,93,63.52201258,7.547169811,0,4.528301887,0,12.70440252,11.69811321,36.47798742,27.54716981,2.325581395,26.15384615,0,39.2,39.8,37.9
250251105021,1589,1227,213,0,0,0,110,39,77.21837634,13.40465702,0,0,0,6.922592826,2.45437382,22.78162366,15.54436753,6.451612903,30.17408124,2.321083172,35.3,34.6,36.6
250251105022,2285,1617,425,21,8,0,85,129,70.76586433,18.59956236,0.919037199,0.350109409,0,3.719912473,5.645514223,29.23413567,25.82056893,6.153846154,9.814323607,0,36,37.5,35.9
250251105023,569,514,18,0,8,0,29,0,90.33391916,3.16344464,0,1.405975395,0,5.096660808,0,9.666080844,15.99297012,3.862660944,16.08775137,0,29.7,37.2,28.7
250251106011,1807,1569,104,0,55,0,42,37,86.82899834,5.755395683,0,3.043718871,0,2.324294411,2.047592695,13.17100166,5.70005534,6.622516556,11.33445003,0,57.3,41.2,66.8
250251106012,1139,1061,33,0,45,0,0,0,93.15188762,2.897278314,0,3.950834065,0,0,0,6.848112379,3.160667252,10.85972851,2.546093064,0,46.1,46.2,46.1
250251106071,755,591,0,0,46,0,0,118,78.2781457,0,0,6.092715232,0,0,15.62913907,21.7218543,3.178807947,15.80188679,11.57469717,2.01884253,39.5,40.1,39.5
250251106072,1665,1371,294,0,0,0,0,0,82.34234234,17.65765766,0,0,0,0,0,17.65765766,11.83183183,2.256699577,8.054522924,5.080545229,37.1,36.1,38.4
250251106073,1668,1588,4,0,0,0,76,0,95.20383693,0.239808153,0,0,0,4.556354916,0,4.79616307,10.43165468,17.05237515,11.27098321,0,47.6,48.6,46.6
250251106074,1038,847,80,0,86,0,3,22,81.59922929,7.707129094,0,8.285163776,0,0.289017341,2.119460501,18.40077071,1.156069364,8.914728682,16.37764933,0,57.4,49.3,59.6
250251201031,1625,1352,66,0,84,0,1,122,83.2,4.061538462,0,5.169230769,0,0.061538462,7.507692308,16.8,6.953846154,6.456456456,12.47612985,3.119032463,38.2,37.4,40.6
250251201041,490,450,0,0,0,0,0,40,91.83673469,0,0,0,0,0,8.163265306,8.163265306,2.653061224,0,32.85714286,0,30.5,31.1,29.8
250251201042,876,602,151,0,24,0,81,18,68.72146119,17.23744292,0,2.739726027,0,9.246575342,2.054794521,31.27853881,42.00913242,30.72463768,2.677532014,1.280558789,33.7,36.5,31.9
250251201043,907,694,12,0,85,0,40,76,76.51598677,1.323042999,0,9.371554576,0,4.41014333,8.379272326,23.48401323,14.66372657,4.22832981,16.20111732,0,34.1,34.7,33.8
250251201051,1076,726,83,0,172,0,1,94,67.47211896,7.713754647,0,15.98513011,0,0.092936803,8.73605948,32.52788104,5.762081784,2.419354839,15.79925651,6.598513011,36.7,46.7,21.8
250251201052,1042,907,21,0,16,0,68,30,87.04414587,2.015355086,0,1.535508637,0,6.525911708,2.879078695,12.95585413,5.950095969,7.058823529,2.710551791,0,54.2,53,54.6
250251201053,502,476,20,0,0,0,0,6,94.82071713,3.984063745,0,0,0,0,1.195219124,5.179282869,1.394422311,5.284552846,11.15537849,1.593625498,58.7,56.4,62.1
250251202011,1285,1019,138,0,33,0,27,68,79.29961089,10.73929961,0,2.568093385,0,2.101167315,5.291828794,20.70038911,16.73151751,27.64900662,20.87912088,2.040816327,31,28.9,32.7
250251202012,1904,1192,186,37,0,0,370,119,62.60504202,9.768907563,1.943277311,0,0,19.43277311,6.25,37.39495798,49.78991597,13.39662447,8.921729611,1.039956212,34.8,37.5,34.1
250251202013,490,400,26,0,0,0,64,0,81.63265306,5.306122449,0,0,0,13.06122449,0,18.36734694,24.08163265,20.91836735,16.12244898,0,32.2,32.8,29.7
250251203011,1131,241,325,0,34,0,492,39,21.30857648,28.73563218,0,3.006189213,0,43.50132626,3.448275862,78.69142352,66.66666667,25.05175983,12.6899017,3.395889187,36.1,35.8,36.7
250251203012,1057,374,366,0,38,0,279,0,35.38315989,34.62630085,0,3.595080416,0,26.39545885,0,64.61684011,44.46546831,22.06896552,21.68099331,0,29.2,27.3,31
250251203013,1743,996,274,0,241,0,154,78,57.14285714,15.72002295,0,13.82673551,0,8.835341365,4.475043029,42.85714286,23.80952381,8.422939068,13.24041812,0,36.2,35.5,37.1
250251203014,1270,967,146,0,22,0,109,26,76.14173228,11.49606299,0,1.732283465,0,8.582677165,2.047244094,23.85826772,10.15748031,3.846153846,16.03174603,1.428571429,37.2,38.8,35.7
250251204001,765,460,241,0,18,0,0,46,60.13071895,31.50326797,0,2.352941176,0,0,6.013071895,39.86928105,1.960784314,17.75456919,12.67973856,0,52.3,36.8,52.9
250251204002,595,423,16,0,61,0,69,26,71.09243697,2.68907563,0,10.25210084,0,11.59663866,4.369747899,28.90756303,22.5210084,27.57660167,7.394957983,0,37.8,37.3,48.2
250251204003,1092,952,57,0,0,0,43,40,87.17948718,5.21978022,0,0,0,3.937728938,3.663003663,12.82051282,10.43956044,2.088167053,31.41025641,0,35.2,35.3,35.1
250251204004,2263,1757,237,0,84,0,185,0,77.64030049,10.47282369,0,3.711886876,0,8.174988953,0,22.35969951,12.68228016,5.926860025,13.30092797,5.612019443,33.2,35.6,32.3
250251204005,1898,1450,156,0,110,0,148,34,76.39620653,8.219178082,0,5.795574289,0,7.79768177,1.791359326,23.60379347,17.54478398,16.8591224,18.44046365,3.055848261,32.5,29.9,40.3
250251205001,651,238,181,0,48,0,140,44,36.55913978,27.80337942,0,7.373271889,0,21.50537634,6.758832565,63.44086022,31.64362519,24.64285714,17.00787402,1.732283465,35.9,47.1,31.9
250251205002,1130,694,111,0,56,0,233,36,61.4159292,9.82300885,0,4.955752212,0,20.61946903,3.185840708,38.5840708,44.07079646,20.21563342,10.89108911,0.360036004,31.7,31.8,31.6
250251205003,698,357,131,0,14,0,196,0,51.14613181,18.76790831,0,2.005730659,0,28.08022923,0,48.85386819,40.54441261,22.61904762,19.05444126,6.59025788,30.6,28.6,33.8
250251206001,826,623,105,6,57,0,0,35,75.42372881,12.71186441,0.726392252,6.900726392,0,0,4.237288136,24.57627119,19.85472155,7.894736842,23.53658537,0,30.1,25.2,31.1
250251206002,888,800,19,0,26,0,28,15,90.09009009,2.13963964,0,2.927927928,0,3.153153153,1.689189189,9.90990991,3.153153153,4.207920792,39.07657658,0,33.8,34.7,31
250251206003,866,799,0,0,7,0,33,27,92.26327945,0,0,0.808314088,0,3.810623557,3.11778291,7.736720554,11.31639723,7.352941176,19.51501155,0,32.7,39.3,29.6
250251207001,933,528,97,11,91,0,168,38,56.59163987,10.3965702,1.178992497,9.753483387,0,18.00643087,4.072883173,43.40836013,27.0096463,16.12903226,22.86023835,1.083423619,29.9,31.6,29.5
250251207002,1222,849,59,14,219,0,69,12,69.47626841,4.828150573,1.145662848,17.92144026,0,5.646481178,0.981996727,30.52373159,13.74795417,12.88343558,17.33220051,1.274426508,36.3,34.1,41.8
250251301001,1239,1169,0,0,70,0,0,0,94.35028249,0,0,5.649717514,0,0,0,5.649717514,9.362389023,7.083333333,12.07609595,0,38.8,36.8,45.6
250251301002,1690,1114,56,0,437,0,20,63,65.91715976,3.313609467,0,25.85798817,0,1.183431953,3.727810651,34.08284024,5.680473373,7.88336933,14.37869822,0,40.2,35,43.8
250251301003,793,739,0,0,54,0,0,0,93.19041614,0,0,6.809583859,0,0,0,6.809583859,2.90037831,0,0,0,50.2,51.5,48.4
250251301004,750,671,0,0,79,0,0,0,89.46666667,0,0,10.53333333,0,0,0,10.53333333,0,12.12121212,0,0,45.2,36.3,45.5
250251301005,950,842,0,0,0,0,108,0,88.63157895,0,0,0,0,11.36842105,0,11.36842105,0,6.21761658,9.157894737,0,31.1,30.7,40.1
250251301006,291,246,20,0,25,0,0,0,84.53608247,6.872852234,0,8.591065292,0,0,0,15.46391753,2.405498282,0,12.02749141,0,51.3,57.1,51.3
250251301007,804,778,0,0,0,0,0,26,96.76616915,0,0,0,0,0,3.233830846,3.233830846,0,4.643962848,0,0,36.3,40.7,35.1
250251302001,749,707,0,0,42,0,0,0,94.39252336,0,0,5.607476636,0,0,0,5.607476636,1.468624833,0,9.864864865,1.756756757,41.3,32.3,48.1
250251302002,1082,922,23,0,73,0,3,61,85.21256932,2.125693161,0,6.74676525,0,0.277264325,5.637707948,14.78743068,2.033271719,14.4278607,21.62426614,0,44.2,44.4,42.6
250251302003,1543,1345,20,0,108,0,70,0,87.16785483,1.29617628,0,6.999351912,0,4.53661698,0,12.83214517,12.11924822,5.663716814,8.213820078,0,50.3,52.4,47.4
250251302004,734,658,52,0,7,0,17,0,89.64577657,7.084468665,0,0.953678474,0,2.316076294,0,10.35422343,2.861035422,3.448275862,2.51396648,0,43.9,47.8,43.5
250251302005,900,859,0,0,41,0,0,0,95.44444444,0,0,4.555555556,0,0,0,4.555555556,1.333333333,6.852791878,15.02824859,0,38.5,34.8,48.1
250251303001,958,888,0,0,55,0,15,0,92.69311065,0,0,5.741127349,0,1.565762004,0,7.306889353,0,0,17.91845494,0,36.4,36.3,36.6
250251303002,1315,1142,74,0,8,0,0,91,86.84410646,5.627376426,0,0.608365019,0,0,6.920152091,13.15589354,2.661596958,0,10.14492754,9.259259259,39.3,34.7,39.9
250251303003,668,639,29,0,0,0,0,0,95.65868263,4.341317365,0,0,0,0,0,4.341317365,0,0,0,0,54.7,54.7,54.5
250251303004,1160,912,0,0,76,0,172,0,78.62068966,0,0,6.551724138,0,14.82758621,0,21.37931034,18.44827586,0,3.661726242,0.784655623,39.5,40,39.2
250251303005,579,551,5,0,0,0,23,0,95.16407599,0.863557858,0,0,0,3.972366149,0,4.835924007,4.14507772,0,0.345423143,1.554404145,49.5,49.2,49.8
250251304021,805,623,34,0,148,0,0,0,77.39130435,4.223602484,0,18.38509317,0,0,0,22.60869565,15.77639752,10.40723982,6.459627329,0,47.6,51.8,39.5
250251304022,910,722,0,0,188,0,0,0,79.34065934,0,0,20.65934066,0,0,0,20.65934066,4.945054945,18.75,22.18309859,0,47,47,47
250251304023,1119,1057,62,0,0,0,0,0,94.4593387,5.540661305,0,0,0,0,0,5.540661305,10.09830206,8.520179372,14.4772118,0,44.9,45.9,44.4
250251304024,1250,1241,0,0,9,0,0,0,99.28,0,0,0.72,0,0,0,0.72,0,0,7.55033557,0,35.8,32.5,37.8
250251304025,824,756,0,0,68,0,0,0,91.74757282,0,0,8.252427184,0,0,0,8.252427184,0,3.963414634,1.334951456,0,50.4,50,52.2
250251304041,2143,1386,196,0,229,0,324,8,64.67568829,9.14605693,0,10.68595427,0,15.11899207,0.373308446,35.32431171,24.82501167,10.16548463,9.783631232,1.928504233,48.6,46.3,49
250251304042,568,444,9,0,0,0,0,115,78.16901408,1.584507042,0,0,0,0,20.24647887,21.83098592,3.521126761,0,13.73239437,0,38.3,35.4,45.4
250251304043,626,469,25,0,104,0,28,0,74.9201278,3.993610224,0,16.61341853,0,4.47284345,0,25.0798722,0,0,22.20447284,0,36.5,36.2,41.2
250251304061,2276,566,1497,0,77,0,136,0,24.86818981,65.77328647,0,3.383128295,0,5.975395431,0,75.13181019,27.50439367,24.71153846,7.26942299,0,28,23.6,29.9
250251304062,2724,1392,1064,0,197,0,31,40,51.10132159,39.06020558,0,7.232011747,0,1.138032305,1.468428781,48.89867841,17.84140969,16.0268714,11.1981206,0.548159749,36.5,36.5,36.6
250251304063,399,243,28,0,119,0,0,9,60.90225564,7.01754386,0,29.8245614,0,0,2.255639098,39.09774436,16.29072682,16.07142857,1.253132832,5.513784461,56.2,51.9,62.4
250251401021,1288,173,752,0,167,0,165,31,13.43167702,58.38509317,0,12.96583851,0,12.81055901,2.406832298,86.56832298,16.14906832,13.12335958,4.228660924,1.331245106,40.9,44,40.4
250251401022,799,488,291,0,0,0,0,20,61.07634543,36.42052566,0,0,0,0,2.503128911,38.92365457,5.256570713,13.94101877,4.130162703,0,40.4,35.9,44.4
250251401023,876,665,90,0,13,0,32,76,75.91324201,10.2739726,0,1.484018265,0,3.652968037,8.675799087,24.08675799,19.29223744,8.083832335,5.373831776,0,37.1,38,36.5
250251401024,1737,709,821,0,60,0,43,104,40.81750144,47.26540012,0,3.454231434,0,2.475532527,5.987334485,59.18249856,19.91940127,0,6.161137441,0.592417062,43,38,46.7
250251401051,2269,1489,438,0,75,0,240,27,65.62362274,19.303658,0,3.30542089,0,10.57734685,1.18995152,34.37637726,30.8065227,1.889020071,3.966505068,0,40.6,40.9,39.9
250251401052,1728,351,977,0,16,0,340,44,20.3125,56.53935185,0,0.925925926,0,19.67592593,2.546296296,79.6875,31.88657407,5.450733753,10.07067138,0,26.7,24.3,40.1
250251401061,1336,467,600,0,5,0,160,104,34.95508982,44.91017964,0,0.374251497,0,11.9760479,7.784431138,65.04491018,25.97305389,23.44497608,5.314371257,0,38.5,27.9,41.7
250251401062,541,115,385,0,3,0,38,0,21.25693161,71.16451017,0,0.554528651,0,7.024029575,0,78.74306839,17.00554529,35.88516746,12.56931608,0,31.9,31.1,43.3
250251401071,2158,787,1099,65,7,0,169,31,36.46895273,50.92678406,3.012048193,0.324374421,0,7.831325301,1.436515292,63.53104727,27.71084337,14.24802111,6.666666667,0,39.7,42.8,35.8
250251401072,754,255,327,6,0,0,166,0,33.81962865,43.36870027,0.795755968,0,0,22.01591512,0,66.18037135,30.1061008,6.734006734,7.294429708,0,37.4,32.3,44.7
250251402011,1213,746,234,142,5,0,38,48,61.5004122,19.29101401,11.70651278,0.412201154,0,3.132728772,3.95713108,38.4995878,44.84748557,5.426356589,7.646559048,0.679694138,39.7,33,44.8
250251402012,1155,698,163,0,141,0,125,28,60.43290043,14.11255411,0,12.20779221,0,10.82251082,2.424242424,39.56709957,11.94805195,6.146572104,5.676855895,0,40.2,35.7,44.2
250251402021,1150,602,377,0,31,0,128,12,52.34782609,32.7826087,0,2.695652174,0,11.13043478,1.043478261,47.65217391,30.86956522,9.944751381,38.43478261,0,34.2,34.4,32.9
250251402022,1422,233,640,0,72,0,387,90,16.38537271,45.00703235,0,5.063291139,0,27.21518987,6.329113924,83.61462729,34.45850914,20.8984375,4.101838755,0,32.2,23.1,36.9
250251402023,1324,586,307,0,94,0,197,140,44.25981873,23.18731118,0,7.099697885,0,14.87915408,10.57401813,55.74018127,17.97583082,5.817174515,7.446808511,4.103343465,36.2,23.1,37.6
250251402024,1698,758,595,0,26,0,165,154,44.64075383,35.04122497,0,1.531213192,0,9.717314488,9.069493522,55.35924617,22.32037691,14.68189233,10.41420118,1.656804734,43.5,41.3,47.1
250251402025,807,671,110,0,8,0,0,18,83.14745973,13.6307311,0,0.991325898,0,0,2.230483271,16.85254027,9.045848823,0,2.726146221,0,46.9,41.9,51.7
250251403001,1328,298,679,0,0,0,303,48,22.43975904,51.12951807,0,0,0,22.81626506,3.614457831,77.56024096,35.46686747,14.12300683,2.207001522,0,33.8,27.9,39.1
250251403002,802,194,216,0,11,0,324,57,24.18952618,26.93266833,0,1.371571072,0,40.39900249,7.10723192,75.81047382,62.21945137,22.58064516,0,0,26.5,26.6,26.5
250251403003,1837,649,999,11,0,0,119,59,35.32934132,54.3821448,0.598802395,0,0,6.477953185,3.211758302,64.67065868,19.81491562,19.36305732,15.07893304,0,39.1,35.5,40.4
250251403004,806,123,672,0,0,0,4,7,15.26054591,83.37468983,0,0,0,0.496277916,0.868486352,84.73945409,9.181141439,5.426356589,0,0,51.3,51.9,42.9
250251403005,1430,74,1038,0,2,0,289,27,5.174825175,72.58741259,0,0.13986014,0,20.20979021,1.888111888,94.82517483,28.88111888,22.56637168,16.08391608,0,29.8,27.9,30
250251403006,627,126,282,0,0,0,168,51,20.09569378,44.97607656,0,0,0,26.79425837,8.133971292,79.90430622,19.45773525,14.61187215,37.25490196,0,40.7,40.5,42.6
250251404001,384,0,334,11,0,0,39,0,0,86.97916667,2.864583333,0,0,10.15625,0,100,10.15625,22.34042553,0,0,47.2,40,47.4
250251404002,1119,74,908,0,0,0,0,137,6.613047364,81.14387846,0,0,0,0,12.24307417,93.38695264,12.95799821,19.89528796,11.43878463,0,32.3,32.6,32.3
250251404003,1356,156,1075,0,0,0,125,0,11.50442478,79.27728614,0,0,0,9.218289086,0,88.49557522,11.43067847,4.260651629,14.45427729,0,38.3,31.1,45.1
250251404004,698,176,421,0,0,0,86,15,25.21489971,60.31518625,0,0,0,12.32091691,2.148997135,74.78510029,21.7765043,11.15537849,0,0,41.8,22.7,46.8
250251404005,2033,55,1873,0,0,0,42,63,2.705361535,92.12985735,0,0,0,2.065912445,3.098868667,97.29463847,2.065912445,10,5.459911461,1.131333005,42.9,46.2,41
250251404006,1856,376,1351,13,0,0,116,0,20.25862069,72.79094828,0.700431034,0,0,6.25,0,79.74137931,23.49137931,7.467532468,7.997823721,0,28.8,33.5,28.6
250251404007,922,383,291,0,18,0,230,0,41.54013015,31.56182213,0,1.952277657,0,24.94577007,0,58.45986985,44.03470716,14.74654378,10.30368764,0,40.4,38.3,41.9
250251601011,2037,1078,87,0,15,0,179,678,52.9209622,4.270986745,0,0.736377025,0,8.787432499,33.28424153,47.0790378,94.45262641,20.82379863,14.57610312,4.561229549,26,21.2,30
250251601012,2266,1179,47,0,0,0,143,897,52.03000883,2.074139453,0,0,0,6.310679612,39.58517211,47.96999117,73.3451015,19.35483871,9.973285841,0,30.7,28.8,31.7
250251601013,1515,851,52,21,0,0,277,314,56.17161716,3.432343234,1.386138614,0,0,18.28382838,20.72607261,43.82838284,68.91089109,0,3.621730382,0,34.2,38.1,33.1
250251601014,2193,866,248,18,0,0,223,838,39.48928409,11.30870953,0.820793434,0,0,10.16871865,38.2124943,60.51071591,76.10579115,29.76190476,3.261927945,0,25.6,28.9,23.3
250251601015,1429,435,0,0,0,0,224,770,30.44086774,0,0,0,0,15.67529741,53.88383485,69.55913226,85.16445066,57.34767025,21.37518685,0,31,27,35.1
250251602001,1580,706,36,0,38,0,97,703,44.6835443,2.278481013,0,2.405063291,0,6.139240506,44.49367089,55.3164557,89.17721519,35.45232274,15.10416667,0,29.3,32.2,24.9
250251602002,1078,322,64,8,43,0,106,535,29.87012987,5.936920223,0.742115028,3.988868275,0,9.833024119,49.62894249,70.12987013,76.716141,36.89839572,14.03013183,4.896421846,28.1,28,28.2
250251602003,1617,686,90,0,13,0,0,828,42.42424242,5.565862709,0,0.803957947,0,0,51.20593692,57.57575758,84.47742733,2.07253886,7.506361323,0.636132316,29.2,32,26.8
250251603001,1959,1371,105,0,71,0,108,304,69.98468606,5.359877489,0,3.624298111,0,5.513016845,15.51812149,30.01531394,20.36753446,14.67391304,14.44614599,0.561510975,41.8,34.3,49.3
250251603002,577,382,91,0,30,0,16,58,66.20450607,15.7712305,0,5.199306759,0,2.772963605,10.05199307,33.79549393,50.25996534,5.439330544,3.986135182,0,30.9,32.1,30.3
250251604001,1116,486,22,13,152,0,128,315,43.5483871,1.971326165,1.164874552,13.62007168,0,11.46953405,28.22580645,56.4516129,59.76702509,24,23.23688969,0.452079566,33.6,31.9,33.9
250251604002,1739,710,227,18,22,0,199,563,40.8280621,13.05347901,1.035077631,1.265094882,0,11.44335825,32.37492812,59.1719379,74.52558942,19.22455574,15.51724138,0.713436385,32.3,32.1,32.4
250251605011,2062,819,27,0,29,0,236,951,39.71871969,1.309408341,0,1.406401552,0,11.44519884,46.12027158,60.28128031,87.43937924,20.06578947,15.39215686,1.176470588,30.1,30.2,29.8
250251605012,915,548,145,0,0,0,15,207,59.89071038,15.84699454,0,0,0,1.639344262,22.62295082,40.10928962,66.55737705,15.29411765,22.62295082,0,38.2,35.2,39.7
250251605013,437,392,0,0,0,0,23,22,89.70251716,0,0,0,0,5.263157895,5.034324943,10.29748284,82.15102975,0,14.18764302,4.118993135,41.3,41.9,26
250251605014,671,369,25,0,94,0,33,150,54.99254844,3.725782414,0,14.00894188,0,4.918032787,22.35469449,45.00745156,54.84351714,42.20963173,24.58015267,1.221374046,47.9,47.5,50.4
250251605015,734,379,27,0,0,0,12,316,51.63487738,3.678474114,0,0,0,1.634877384,43.05177112,48.36512262,68.9373297,18.3745583,13.05555556,0,36.6,28.5,45.5
250251605021,1580,1232,49,0,55,0,77,167,77.97468354,3.101265823,0,3.481012658,0,4.873417722,10.56962025,22.02531646,50.25316456,2.914110429,15.31473069,2.206359507,33.5,32,39.4
250251605022,1747,1103,96,0,21,0,205,322,63.13680595,5.495134516,0,1.202060675,0,11.73440183,18.43159702,36.86319405,55.69547796,22.0657277,1.78058587,1.952900632,35.1,40.1,34.1
250251605023,875,390,34,0,0,0,132,319,44.57142857,3.885714286,0,0,0,15.08571429,36.45714286,55.42857143,80.45714286,36.70212766,20.30516432,0,27.6,27.7,27.6
250251606011,2421,1292,214,10,277,0,182,446,53.36637753,8.839322594,0.413052458,11.44155308,0,7.517554729,18.42213961,46.63362247,42.66831888,21.20890774,12.41090147,0.545073375,33.5,30.9,35.9
250251606012,2241,1150,364,15,9,0,267,436,51.31637662,16.24274877,0.669344043,0.401606426,0,11.91432396,19.45560018,48.68362338,40.91923249,23.98589065,13.82783883,0.686813187,33.7,37,26.8
250251606021,1450,874,146,0,124,0,140,166,60.27586207,10.06896552,0,8.551724138,0,9.655172414,11.44827586,39.72413793,34.34482759,5.741626794,7.477288609,0.768693222,31.9,37.8,30.2
250251606022,732,504,0,0,76,0,24,128,68.85245902,0,0,10.38251366,0,3.278688525,17.4863388,31.14754098,32.65027322,8.143322476,13.38797814,6.420765027,45.9,45.1,47.5
250251606023,655,393,139,0,19,0,18,86,60,21.22137405,0,2.900763359,0,2.748091603,13.12977099,40,16.33587786,19.921875,14.96183206,0,35.5,30.6,38.7
250251606024,1172,355,62,0,0,0,172,583,30.29010239,5.290102389,0,0,0,14.67576792,49.7440273,69.70989761,89.59044369,46.68587896,1.432408236,1.253357207,20.3,16.6,21.9
250251606025,783,515,56,0,0,0,96,116,65.77266922,7.151979566,0,0,0,12.2605364,14.81481481,34.22733078,51.08556833,11.8694362,11.49425287,0,41.3,41.5,41.3
250251701001,1203,1062,51,0,90,0,0,0,88.27930175,4.239401496,0,7.481296758,0,0,0,11.72069825,10.05818786,28.79858657,7.776838546,0,47.7,49,45.5
250251701002,1338,648,161,0,54,0,475,0,48.43049327,12.0328849,0,4.035874439,0,35.50074738,0,51.56950673,40.95665172,10.83521445,5.729984301,0,29.8,36.4,29.3
250251701003,583,461,57,0,0,0,45,20,79.07375643,9.777015437,0,0,0,7.718696398,3.430531732,20.92624357,31.56089194,5.913978495,5.975395431,0,37.9,41.3,37.6
250251701004,855,713,85,0,22,0,0,35,83.39181287,9.941520468,0,2.573099415,0,0,4.093567251,16.60818713,10.1754386,0,0,7.646356033,35.9,35.5,36.3
250251701005,1457,1379,0,0,10,0,0,68,94.64653397,0,0,0.686341798,0,0,4.667124228,5.353466026,50.37748799,2.504816956,8.510638298,10.08922443,38.4,38.3,39.5
250251701006,685,539,50,0,67,0,0,29,78.68613139,7.299270073,0,9.781021898,0,0,4.233576642,21.31386861,0,13.28413284,0,0,46.1,44.1,47.6
250251701007,1858,1159,0,0,229,0,437,33,62.37890205,0,0,12.32508073,0,23.51991389,1.776103337,37.62109795,43.11087191,19.40789474,12.48654467,1.291711518,36,40.3,27
250251702001,947,877,0,0,0,0,39,31,92.60823654,0,0,0,0,4.118268215,3.273495248,7.391763464,17.31784583,43.35664336,3.931987248,0,54.2,41.8,60.5
250251702002,1822,1040,191,0,40,0,495,56,57.08013172,10.48298573,0,2.195389682,0,27.16794731,3.073545554,42.91986828,33.64434687,33.41067285,31.17453348,0,32.2,34.6,31.4
250251702003,683,626,57,0,0,0,0,0,91.65446559,8.345534407,0,0,0,0,0,8.345534407,13.90922401,12.20657277,51.53733529,0,33,30.2,33.8
250251702004,1385,1114,249,0,8,0,0,14,80.433213,17.97833935,0,0.577617329,0,0,1.010830325,19.566787,23.68231047,9.240924092,3.610108303,0,49,50,48.2
250251703001,1913,1047,36,0,764,0,14,52,54.73078934,1.881860951,0,39.9372713,0,0.731834814,2.718243596,45.26921066,9.775222164,15.20998865,23.19160685,2.540033131,31.4,31.5,29.9
250251703002,1092,959,105,0,8,0,4,16,87.82051282,9.615384615,0,0.732600733,0,0.366300366,1.465201465,12.17948718,32.23443223,4.301075269,8.6996337,0,37.2,36.8,40.9
250251703003,1024,938,74,0,12,0,0,0,91.6015625,7.2265625,0,1.171875,0,0,0,8.3984375,1.171875,0,4.347826087,0,46.4,46.1,46.7
250251703004,1607,1522,36,0,49,0,0,0,94.71064095,2.240199129,0,3.049159925,0,0,0,5.289359054,5.102675793,7.042253521,2.818705958,0,46.2,46.1,47.1
250251703005,1542,1340,21,0,157,0,0,24,86.9001297,1.361867704,0,10.18158236,0,0,1.556420233,13.0998703,3.631647211,5.315614618,9.792477302,0,54.1,40.9,57.7
250251703006,1385,1224,64,0,0,0,51,46,88.37545126,4.620938628,0,0,0,3.682310469,3.321299639,11.62454874,35.59566787,28.50393701,7.075127644,0,44.5,45,39
250251703007,422,422,0,0,0,0,0,0,100,0,0,0,0,0,0,0,19.66824645,5.142857143,25.82938389,0,39.7,25.9,39.9
250251704001,984,777,133,0,0,0,74,0,78.96341463,13.51626016,0,0,0,7.520325203,0,21.03658537,30.99593496,6.753812636,8.624229979,4.825462012,41.3,33.5,43.7
250251704002,964,616,130,0,61,0,96,61,63.90041494,13.48547718,0,6.32780083,0,9.958506224,6.32780083,36.09958506,21.68049793,14.35643564,2.959830867,0,43.8,42.2,53.4
250251704003,917,594,18,0,37,0,11,257,64.77644493,1.962922574,0,4.034896401,0,1.199563795,28.0261723,35.22355507,24.20937841,25.58139535,17.01199564,0,38,34.6,39.4
250251704004,2560,1812,122,0,118,0,476,32,70.78125,4.765625,0,4.609375,0,18.59375,1.25,29.21875,27.7734375,12.22540592,14.4921875,0.7421875,39.5,39.7,37.5
250251705011,2331,1601,96,0,233,0,217,184,68.68296868,4.118404118,0,9.995709996,0,9.309309309,7.893607894,31.31703132,21.83612184,20.04197272,8.927789934,9.190371991,37,28.2,43.6
250251705012,1341,1064,29,64,14,0,62,108,79.3437733,2.16256525,4.772557793,1.043997017,0,4.623415362,8.053691275,20.6562267,22.29679344,19.94421199,11.77370031,0,47.4,47.6,46.9
250251705021,1171,937,0,0,178,0,0,56,80.01707942,0,0,15.20068318,0,0,4.782237404,19.98292058,1.280956447,0,1.793339026,0,48.3,46.1,51.9
250251705022,1573,1217,48,0,116,0,30,162,77.36808646,3.051493961,0,7.374443738,0,1.907183725,10.29879212,22.63191354,7.946598856,24.84787018,13.79529561,1.589319771,54.6,54.1,58
